Tanggal,level_0,index,tt_air_max,tt_air_avg,tt_air_min,rh_avg,pp_air,rr,ws_avg,ws_max,wd_avg,Arah_Mata_Angin,sr_avg,sr_max
2023-01-28 01:00:00,3894,3894,,,24.56,87.0,992.6636,0.0,0.717,1.877,63.42,NE,192.8,196.4
2023-01-28 02:00:00,3900,3900,27.87,,24.56,78.22,992.9934,0.0,0.299,0.938,112.9,SE,321.9,336.4
2023-01-28 03:00:00,3906,3906,29.08,28.85,24.56,70.05,992.8244,0.0,0.544,0.898,134.8,SE,469.5,520.1
2023-01-28 04:00:00,3912,3912,29.68,29.39,24.56,68.52,992.155,0.0,0.698,1.459,200.6,S,460.0,520.1
2023-01-28 05:00:00,3918,3918,29.74,29.56,24.56,69.53,991.111,0.0,1.668,3.08,227.9,SW,630.6,704.4
2023-01-28 06:00:00,3924,3924,30.66,30.36,24.56,67.97,990.0562,0.0,1.59,2.723,225.0,SW,562.6,864.0
2023-01-28 07:00:00,3930,3930,30.66,27.99,24.56,75.0,990.3025,0.0,1.977,3.998,173.0,S,34.63,864.0
2023-01-28 08:00:00,3936,3936,30.66,23.58,23.39,94.7,990.0756,0.8,1.303,2.764,92.2,E,36.06,864.0
2023-01-28 09:00:00,3942,3942,30.66,,23.39,93.2,990.2871,0.8,0.346,0.826,274.7,W,18.39,864.0
2023-01-28 10:00:00,3948,3948,30.66,24.06,23.39,93.7,990.8853,2.2,0.052,0.5,135.9,SE,12.96,864.0
2023-01-28 11:00:00,3954,3954,30.66,23.81,23.39,95.3,991.097,2.2,0.237,0.581,78.25,E,1.62,864.0
2023-01-28 12:00:00,3960,3960,30.66,24.06,23.39,96.4,992.2166,2.2,0.406,1.459,67.95,E,0.0,864.0
2023-01-28 13:00:00,3966,3966,30.66,24.02,23.39,96.6,993.0065,2.2,0.276,0.622,94.0,E,0.0,864.0
2023-01-28 14:00:00,3972,3972,30.66,24.0,23.39,96.7,993.4723,2.2,0.0,0.0,93.6,E,0.0,864.0
2023-01-28 15:00:00,3978,3978,30.66,23.86,23.39,96.5,993.185,2.2,0.201,0.469,80.4,E,0.0,864.0
2023-01-28 16:00:00,3984,3984,30.66,23.85,23.39,96.8,992.4496,2.2,0.398,0.969,33.95,NE,0.0,864.0
2023-01-28 17:00:00,3990,3990,30.66,23.79,23.39,96.7,991.6528,2.2,0.175,1.01,47.91,NE,0.0,864.0
2023-01-28 18:00:00,3996,3996,30.66,23.63,23.39,96.9,990.9422,2.2,0.459,1.142,55.16,NE,0.0,864.0
2023-01-28 19:00:00,4002,4002,30.66,,23.39,96.6,990.5025,2.2,0.182,0.49,159.0,S,0.0,864.0
2023-01-28 20:00:00,4008,4008,30.66,23.37,23.26,96.4,990.7225,2.2,0.0,0.0,286.3,W,0.0,864.0
2023-01-28 21:00:00,4014,4014,30.66,,23.26,96.3,990.7586,2.2,0.185,0.694,63.32,NE,0.0,864.0
2023-01-28 22:00:00,4020,4020,30.66,23.29,23.16,96.8,991.0759,2.2,0.462,0.949,65.42,NE,0.0,864.0
2023-01-28 23:00:00,4026,4026,30.66,23.29,23.16,96.7,991.7154,2.2,0.821,1.805,47.9,NE,16.53,864.0
2023-01-29 00:00:00,4032,4032,,,,,,,,,, ,,
2023-01-29 01:00:00,4038,4038,,25.94,24.08,86.9,993.0168,0.0,0.499,1.336,77.0,E,291.5,348.7
2023-01-29 02:00:00,4044,4044,28.9,28.5,24.08,74.86,993.1678,0.0,0.784,1.979,107.5,E,583.3,635.1
2023-01-29 03:00:00,4050,4050,30.28,30.08,24.08,65.35,992.7068,0.2,1.362,2.713,95.0,E,887.0,931.0
2023-01-29 04:00:00,4056,4056,31.52,31.34,24.08,58.95,992.0032,0.2,0.892,2.774,125.4,SE,954.0,
2023-01-29 05:00:00,4062,4062,31.87,31.02,24.08,59.79,991.6507,0.2,1.095,1.938,236.8,SW,380.1,
2023-01-29 06:00:00,4068,4068,31.87,29.29,24.08,77.2,990.8083,0.4,0.484,0.877,79.22,E,392.1,
2023-01-29 07:00:00,4074,4074,31.87,29.98,24.08,69.98,990.0222,0.4,2.117,4.223,218.8,SW,347.4,
2023-01-29 08:00:00,4080,4080,31.87,23.7,23.59,96.3,990.4534,29.6,1.035,1.714,52.32,NE,61.33,
2023-01-29 09:00:00,4086,4086,31.87,24.12,23.59,95.7,990.5266,30.8,0.46,0.918,110.1,E,40.11,
2023-01-29 10:00:00,4092,4092,31.87,24.52,23.59,96.4,991.1786,31.0,0.426,1.04,134.6,SE,7.006,
2023-01-29 11:00:00,4098,4098,31.87,24.6,23.59,96.6,992.4846,31.2,0.004,0.214,152.0,SE,0.011,
2023-01-29 12:00:00,4104,4104,31.87,,23.59,96.7,993.5562,32.0,0.836,1.683,91.6,E,0.0,
2023-01-29 13:00:00,4110,4110,31.87,24.34,23.59,96.9,993.6369,32.4,0.942,1.418,95.7,E,0.0,
2023-01-29 14:00:00,4116,4116,31.87,24.4,23.59,97.0,994.269,32.4,0.301,1.214,54.19,NE,0.0,
2023-01-29 15:00:00,4122,4122,31.87,24.44,23.59,97.0,994.141,32.4,0.516,0.979,68.35,E,0.0,
2023-01-29 16:00:00,4128,4128,31.87,24.51,23.59,97.0,994.049,32.4,0.606,1.193,75.67,E,0.0,
2023-01-29 17:00:00,4134,4134,31.87,24.35,23.59,97.0,993.6576,32.4,0.42,0.796,74.8,E,0.0,
2023-01-29 18:00:00,4140,4140,31.87,24.09,23.59,97.0,993.1525,32.4,0.176,0.847,36.67,NE,0.0,
2023-01-29 19:00:00,4146,4146,31.87,24.0,23.59,97.0,992.5396,32.4,0.046,0.388,89.0,E,0.0,
2023-01-29 20:00:00,4152,4152,31.87,23.98,23.59,97.0,992.5453,32.4,0.218,0.561,264.6,W,0.0,
2023-01-29 21:00:00,4158,4158,31.87,23.81,23.59,97.1,992.7351,32.4,0.477,0.694,90.3,E,0.0,
2023-01-29 22:00:00,4164,4164,31.87,23.92,23.59,97.2,993.3299,32.4,0.225,0.847,33.26,NE,0.0,
2023-01-29 23:00:00,4170,4170,31.87,23.99,23.59,97.2,993.8896,32.4,0.319,0.775,33.51,NE,7.448,
2023-01-30 00:00:00,4176,4176,31.87,24.43,23.59,97.0,994.7814,32.4,0.356,1.102,45.16,NE,79.61,
2023-01-30 01:00:00,4182,4182,,,24.37,95.0,995.2962,0.0,0.227,0.755,154.6,SE,152.1,162.8
2023-01-30 02:00:00,4188,4188,,26.3,24.37,88.1,995.3274,0.0,0.282,0.653,65.72,NE,202.6,225.0
2023-01-30 03:00:00,4194,4194,28.29,28.01,24.37,80.5,995.0311,0.0,0.384,1.54,176.3,S,636.7,702.4
2023-01-30 04:00:00,4200,4200,29.45,29.15,24.37,75.21,994.4168,0.2,0.928,2.489,200.4,S,534.5,
2023-01-30 05:00:00,4206,4206,30.33,29.08,24.37,74.89,993.5834,0.2,1.218,2.713,223.4,SW,307.4,
2023-01-30 06:00:00,4212,4212,30.33,28.45,24.37,79.49,992.6401,0.2,1.478,2.907,235.0,SW,416.3,
2023-01-30 07:00:00,4218,4218,30.33,28.22,24.37,81.1,991.8958,0.2,1.486,3.427,226.6,SW,285.3,
2023-01-30 08:00:00,4224,4224,30.33,28.85,24.37,78.86,991.2998,0.2,1.443,2.458,224.3,SW,366.6,
2023-01-30 09:00:00,4230,4230,30.33,28.07,24.37,82.4,991.4306,0.2,1.035,2.264,228.2,SW,196.7,
2023-01-30 10:00:00,4236,4236,30.33,27.49,24.37,84.1,992.0594,0.2,1.008,2.142,220.9,SW,95.1,
2023-01-30 11:00:00,4242,4242,30.33,,24.37,89.1,993.2961,0.2,0.347,0.816,204.6,SW,3.929,
2023-01-30 12:00:00,4248,4248,30.33,,24.37,91.9,993.8673,0.2,0.658,1.224,217.6,SW,0.0,
2023-01-30 13:00:00,4254,4254,30.33,25.91,24.37,91.8,994.6913,0.2,0.992,1.938,223.4,SW,0.0,
2023-01-30 14:00:00,4260,4260,30.33,25.89,24.37,92.0,995.1074,0.2,0.805,1.367,226.0,SW,0.0,
2023-01-30 15:00:00,4266,4266,30.33,,24.37,93.0,995.5285,0.2,0.764,1.204,241.8,SW,0.0,
2023-01-30 16:00:00,4272,4272,30.33,25.53,24.37,93.3,995.1168,0.2,0.848,1.438,238.8,SW,0.0,
2023-01-30 17:00:00,4278,4278,30.33,,24.37,93.1,994.4998,0.2,0.345,0.683,278.4,W,0.0,
2023-01-30 18:00:00,4284,4284,30.33,25.23,24.37,94.6,993.7603,0.2,0.107,0.612,231.3,SW,0.0,
2023-01-30 19:00:00,4290,4290,30.33,25.01,24.37,95.1,992.6986,0.2,0.692,1.224,56.61,NE,0.0,
2023-01-30 20:00:00,4296,4296,30.33,24.72,24.37,95.3,992.4383,0.2,1.223,3.121,240.7,SW,0.0,
2023-01-30 21:00:00,4302,4302,30.33,24.12,24.03,95.8,992.5671,4.2,0.682,2.244,229.4,SW,0.0,
2023-01-30 22:00:00,4308,4308,30.33,24.18,24.03,95.6,992.7166,4.8,0.383,1.132,252.6,W,0.0,
2023-01-30 23:00:00,4314,4314,30.33,24.19,23.98,95.9,993.3704,4.8,0.107,0.428,255.1,W,6.564,
2023-01-31 00:00:00,4320,4320,30.33,24.75,23.98,94.2,993.9126,5.2,0.469,1.265,267.6,W,98.3,
2023-01-31 01:00:00,4326,4326,,26.2,24.8,89.7,994.3812,0.0,0.764,1.785,275.9,W,176.0,326.1
2023-01-31 02:00:00,4332,4332,28.1,27.81,24.8,82.5,994.5097,0.2,1.516,3.264,245.6,SW,405.2,628.3
2023-01-31 03:00:00,4338,4338,29.31,29.15,24.8,75.45,994.2776,0.2,2.415,4.376,246.8,SW,775.9,946.0
2023-01-31 04:00:00,4344,4344,30.47,29.97,24.8,67.91,993.8426,0.2,2.314,4.712,258.6,W,778.0,
2023-01-31 05:00:00,4350,4350,31.57,31.1,24.8,62.16,993.013,0.2,2.091,4.865,234.5,SW,587.6,
2023-01-31 06:00:00,4356,4356,31.75,28.27,24.8,82.0,992.4579,0.8,1.886,3.631,238.0,SW,455.4,
2023-01-31 07:00:00,4362,4362,31.75,29.3,24.8,70.81,991.6396,0.8,3.214,6.018,237.4,SW,480.8,
2023-01-31 08:00:00,4368,4368,31.75,,24.8,86.3,991.411,0.8,2.819,6.1,229.5,SW,160.8,
2023-01-31 09:00:00,4374,4374,31.75,25.62,24.8,87.7,991.2082,0.8,1.787,3.55,232.8,SW,188.9,
2023-01-31 10:00:00,4380,4380,31.75,25.76,24.8,88.9,992.0545,0.8,1.149,2.672,221.7,SW,83.4,
2023-01-31 11:00:00,4386,4386,31.75,25.59,24.8,90.8,992.6922,0.8,0.967,1.826,223.7,SW,4.286,
2023-01-31 12:00:00,4392,4392,31.75,,24.8,93.4,993.1838,1.0,0.296,0.734,228.8,SW,0.0,
2023-01-31 13:00:00,4398,4398,31.75,,24.8,95.7,993.7744,1.4,0.076,0.653,146.0,SE,0.0,
2023-01-31 14:00:00,4404,4404,31.75,25.01,24.8,95.5,994.2025,3.2,0.224,1.091,236.1,SW,0.0,
2023-01-31 15:00:00,4410,4410,31.75,24.03,23.9,94.3,995.2794,5.0,1.142,2.02,271.9,W,0.0,
2023-01-31 16:00:00,4416,4416,31.75,23.52,23.35,93.7,994.7531,6.8,0.427,1.132,265.7,W,0.0,
2023-01-31 17:00:00,4422,4422,31.75,22.97,22.88,95.2,993.8798,7.4,0.288,0.734,60.6,NE,0.0,
2023-01-31 18:00:00,4428,4428,31.75,23.19,22.88,95.5,992.7975,7.8,0.226,0.571,57.26,NE,0.0,
2023-01-31 19:00:00,4434,4434,31.75,23.28,22.88,96.4,992.2128,8.0,0.212,0.826,164.7,S,0.0,
2023-01-31 20:00:00,4440,4440,31.75,23.37,22.88,96.6,992.0022,8.0,0.197,0.796,123.4,SE,0.0,
2023-01-31 21:00:00,4446,4446,31.75,23.26,22.88,96.6,991.8526,8.0,0.08,0.49,86.8,E,0.0,
2023-01-31 22:00:00,4452,4452,,23.32,23.14,96.8,992.2376,0.0,0.629,1.03,70.59,E,0.0,0.0
2023-01-31 23:00:00,4458,4458,,23.37,23.14,96.9,992.6733,0.0,0.133,0.398,84.6,E,16.92,24.84
