level_0,index,Tanggal,tt_air_max,tt_air_avg,tt_air_min,rh_avg,pp_air,rr,ws_avg,ws_max,wd_avg,Arah_Mata_Angin,sr_avg,sr_max
229,229,2023-01-02 14:10:00,30.45,24.42,24.21,91.8,996.909,9.2,1.781,4.998,283.6,W,0.017,962.0
230,230,2023-01-02 14:20:00,30.45,24.23,24.11,92.6,996.9818,10.2,1.49,4.59,240.6,SW,0.043,962.0
231,231,2023-01-02 14:30:00,30.45,24.26,24.11,94.0,996.9591,10.4,0.95,1.928,276.2,W,0.0,962.0
232,232,2023-01-02 14:40:00,30.45,24.46,24.11,93.3,996.8282,10.4,0.939,2.05,280.2,W,0.0,962.0
233,233,2023-01-02 14:50:00,30.45,24.52,24.11,91.6,996.7002,10.4,0.653,2.101,263.3,W,0.0,962.0
234,234,2023-01-02 15:00:00,30.45,24.38,24.11,92.5,996.6391,10.4,0.389,1.112,252.5,W,0.0,962.0
235,235,2023-01-02 15:10:00,30.45,24.26,24.11,93.0,996.6222,10.4,0.452,1.479,264.7,W,0.0,962.0
236,236,2023-01-02 15:20:00,30.45,24.2,24.09,93.2,996.6122,10.4,0.601,1.601,242.3,SW,0.0,962.0
237,237,2023-01-02 15:30:00,30.45,24.19,24.05,93.8,996.593,10.4,0.592,1.724,236.0,SW,0.0,962.0
238,238,2023-01-02 15:40:00,30.45,24.35,24.05,93.9,996.5647,10.4,0.391,1.499,250.1,W,0.0,962.0
239,239,2023-01-02 15:50:00,30.45,24.46,24.05,93.7,996.5508,10.4,0.481,1.326,208.9,SW,0.0,962.0
240,240,2023-01-02 16:00:00,30.45,24.43,24.05,94.2,996.6028,10.4,0.266,0.745,133.0,SE,0.0,962.0
241,241,2023-01-02 16:10:00,30.45,24.45,24.05,94.4,996.4726,10.4,0.496,1.53,185.4,S,0.0,962.0
242,242,2023-01-02 16:20:00,30.45,24.45,24.05,94.4,996.2785,10.4,0.452,1.591,195.2,S,0.0,962.0
243,243,2023-01-02 16:30:00,30.45,24.45,24.05,94.6,996.1226,10.4,0.185,1.081,261.3,W,0.0,962.0
244,244,2023-01-02 16:40:00,30.45,,24.05,94.8,996.029,10.4,0.197,0.836,198.2,S,0.0,962.0
245,245,2023-01-02 16:50:00,30.45,24.47,24.05,94.8,995.9991,10.4,0.127,0.775,237.4,SW,0.0,962.0
246,246,2023-01-02 17:00:00,30.45,24.45,24.05,95.0,995.9705,10.4,0.099,0.612,162.1,S,0.0,962.0
247,247,2023-01-02 17:10:00,30.45,24.44,24.05,94.8,995.9093,10.4,0.503,1.112,254.6,W,0.0,962.0
248,248,2023-01-02 17:20:00,30.45,24.48,24.05,94.3,995.7862,10.4,0.478,1.275,216.6,SW,0.0,962.0
249,249,2023-01-02 17:30:00,30.45,24.4,24.05,94.9,995.6996,10.4,0.544,1.03,80.6,E,0.0,962.0
250,250,2023-01-02 17:40:00,30.45,24.26,24.05,95.2,995.6122,10.4,0.11,0.734,132.0,SE,0.0,962.0
251,251,2023-01-02 17:50:00,30.45,24.25,24.05,95.1,995.5985,10.4,0.05,0.826,273.2,W,0.0,962.0
252,252,2023-01-02 18:00:00,30.45,24.27,24.05,95.3,995.4347,10.4,0.04,0.367,269.8,W,0.0,962.0
253,253,2023-01-02 18:10:00,30.45,24.25,24.05,95.5,995.2858,10.4,0.135,0.734,242.1,SW,0.0,962.0
254,254,2023-01-02 18:20:00,30.45,24.22,24.05,95.7,995.2028,10.4,0.18,0.694,293.6,NW,0.0,962.0
255,255,2023-01-02 18:30:00,30.45,24.19,24.05,95.8,995.152,10.4,0.096,0.551,211.6,SW,0.0,962.0
256,256,2023-01-02 18:40:00,30.45,24.14,23.98,95.8,995.0604,10.4,0.116,0.683,238.3,SW,0.0,962.0
257,257,2023-01-02 18:50:00,30.45,24.13,23.98,95.8,994.9971,10.4,0.445,0.959,250.2,W,0.0,962.0
258,258,2023-01-02 19:00:00,30.45,24.1,23.93,95.7,994.8366,10.4,0.413,1.163,215.3,SW,0.0,962.0
259,259,2023-01-02 19:10:00,30.45,23.96,23.85,95.9,994.8514,10.4,0.151,0.734,200.2,S,0.0,962.0
260,260,2023-01-02 19:20:00,30.45,23.92,23.76,96.1,994.8919,10.4,0.243,0.775,142.2,SE,0.0,962.0
261,261,2023-01-02 19:30:00,30.45,23.94,23.76,96.4,994.9347,10.4,0.507,1.0,246.9,SW,0.0,962.0
262,262,2023-01-02 19:40:00,30.45,24.2,23.76,95.1,994.8248,10.4,0.689,2.173,253.8,W,0.0,962.0
263,263,2023-01-02 19:50:00,30.45,,23.76,93.0,994.7643,10.4,0.57,1.561,273.8,W,0.0,962.0
264,264,2023-01-02 20:00:00,30.45,24.39,23.76,93.5,994.6122,10.4,0.501,1.357,260.7,W,0.0,962.0
265,265,2023-01-02 20:10:00,30.45,24.23,23.76,94.3,994.5074,10.4,0.205,0.765,247.5,SW,0.0,962.0
266,266,2023-01-02 20:20:00,30.45,24.03,23.76,94.9,994.4478,10.4,0.156,0.796,203.7,SW,0.0,962.0
267,267,2023-01-02 20:30:00,30.45,23.9,23.76,95.4,994.373,10.4,0.264,0.847,255.9,W,0.0,962.0
268,268,2023-01-02 20:40:00,30.45,23.81,23.71,95.8,994.3191,10.4,0.219,0.918,266.1,W,0.0,962.0
269,269,2023-01-02 20:50:00,30.45,23.93,23.71,95.3,994.1326,10.4,0.462,1.091,246.3,SW,0.0,962.0
270,270,2023-01-02 21:00:00,30.45,23.98,23.71,94.7,994.1876,10.4,0.382,1.163,268.9,W,0.0,962.0
271,271,2023-01-02 21:10:00,30.45,23.94,23.71,94.9,994.2499,10.4,0.599,1.306,257.3,W,0.0,962.0
272,272,2023-01-02 21:20:00,30.45,23.92,23.71,95.0,994.3871,10.4,0.523,1.408,284.6,W,0.0,962.0
273,273,2023-01-02 21:30:00,30.45,23.98,23.71,95.1,994.5176,10.4,0.515,1.04,285.0,W,0.0,962.0
274,274,2023-01-02 21:40:00,30.45,23.99,23.71,95.2,994.6899,10.4,0.402,1.193,291.7,W,0.0,962.0
275,275,2023-01-02 21:50:00,30.45,,23.71,94.8,994.859,10.4,0.768,1.52,259.7,W,0.0,962.0
276,276,2023-01-02 22:00:00,30.45,23.97,23.71,94.9,994.9635,10.4,0.887,1.428,260.8,W,0.0,962.0
277,277,2023-01-02 22:10:00,30.45,23.94,23.71,95.0,995.1473,10.4,0.873,1.683,258.7,W,0.0,962.0
278,278,2023-01-02 22:20:00,30.45,24.0,23.71,94.2,995.2374,10.4,0.704,2.315,267.9,W,0.0,962.0
279,279,2023-01-02 22:30:00,30.45,24.12,23.71,93.2,995.275,10.4,0.426,1.428,282.8,W,0.256,962.0
280,280,2023-01-02 22:40:00,30.45,24.12,23.71,93.3,995.2594,10.4,0.157,0.857,291.9,W,4.282,962.0
281,281,2023-01-02 22:50:00,30.45,24.08,23.71,94.2,995.4474,10.4,0.205,0.745,258.6,W,9.31,962.0
282,282,2023-01-02 23:00:00,30.45,24.08,23.71,94.5,995.5738,10.4,0.279,0.847,241.5,SW,17.1,962.0
283,283,2023-01-02 23:10:00,30.45,24.18,23.71,94.0,995.6126,10.4,0.234,0.714,237.2,SW,34.84,962.0
284,284,2023-01-02 23:20:00,30.45,24.23,23.71,94.5,995.8528,10.4,0.153,0.459,128.2,SE,47.67,962.0
285,285,2023-01-02 23:30:00,30.45,24.28,23.71,94.8,996.0608,10.4,0.041,0.408,78.62,E,60.04,962.0
286,286,2023-01-02 23:40:00,30.45,24.42,23.71,94.6,996.1523,10.4,0.045,0.326,213.5,SW,74.19,962.0
287,287,2023-01-02 23:50:00,30.45,,23.71,93.0,996.3238,10.4,0.391,0.887,138.8,SE,83.2,962.0
288,288,2023-01-03 00:00:00,30.45,24.85,23.71,91.6,996.3963,10.4,0.532,1.173,152.4,SE,102.8,962.0
289,289,2023-01-03 00:10:00,,,24.9,90.5,996.5482,0.0,0.718,1.571,178.2,S,137.7,146.3
290,290,2023-01-03 00:20:00,,25.4,24.9,89.9,996.6714,0.0,0.641,1.469,177.9,S,169.2,180.0
291,291,2023-01-03 00:30:00,,25.75,24.9,87.9,996.6419,0.0,0.38,1.173,236.4,SW,175.6,188.1
292,292,2023-01-03 00:40:00,,,24.9,85.3,996.6973,0.0,0.335,1.285,239.2,SW,228.7,262.3
293,293,2023-01-03 00:50:00,,,24.9,82.9,996.8014,0.0,0.728,1.918,273.1,W,239.0,299.3
294,294,2023-01-03 01:00:00,,26.47,24.9,84.3,997.011,1.2,0.998,3.784,260.3,W,118.5,299.3
295,295,2023-01-03 01:10:00,,,24.64,90.6,997.1528,2.4,1.995,3.376,244.5,SW,157.3,299.3
296,296,2023-01-03 01:20:00,,24.79,24.63,91.8,997.0624,2.4,1.055,2.04,258.6,W,277.7,300.8
297,297,2023-01-03 01:30:00,,25.18,24.63,91.0,997.1029,2.4,0.909,2.224,240.0,SW,322.4,372.7
298,298,2023-01-03 01:40:00,,25.62,24.63,89.7,997.1232,2.4,0.964,2.224,251.4,W,380.8,476.0
299,299,2023-01-03 01:50:00,,26.03,24.63,87.2,997.0831,2.4,0.774,1.744,247.9,W,458.7,598.6
300,300,2023-01-03 02:00:00,,,24.63,84.7,997.109,2.4,0.827,1.591,247.8,W,450.2,697.4
301,301,2023-01-03 02:10:00,,26.9,24.63,82.5,997.1314,2.4,1.056,2.264,259.7,W,402.3,762.6
302,302,2023-01-03 02:20:00,,,24.63,83.9,997.0393,3.0,0.71,1.867,246.2,SW,134.9,762.6
303,303,2023-01-03 02:30:00,,25.95,24.63,89.1,997.0646,4.6,1.082,2.142,260.5,W,168.0,762.6
304,304,2023-01-03 02:40:00,,26.09,24.63,90.0,997.0186,4.6,1.185,2.275,253.2,W,768.1,
305,305,2023-01-03 02:50:00,,,24.63,85.6,996.9607,4.6,1.585,3.091,261.7,W,643.8,
306,306,2023-01-03 03:00:00,27.76,,24.63,83.6,996.7581,4.6,1.072,2.836,240.7,SW,751.6,
307,307,2023-01-03 03:10:00,28.48,28.09,24.63,79.68,996.5148,4.6,1.455,3.121,252.9,W,980.0,
308,308,2023-01-03 03:20:00,28.86,28.48,24.63,76.19,996.3531,4.6,1.435,3.162,263.5,W,955.0,
309,309,2023-01-03 03:30:00,29.15,28.77,24.63,73.03,996.249,4.6,2.228,5.049,260.2,W,885.0,
310,310,2023-01-03 03:40:00,29.35,29.13,24.63,70.92,996.082,4.6,2.502,4.07,254.7,W,808.0,
311,311,2023-01-03 03:50:00,29.35,28.58,24.63,71.83,995.874,4.6,2.719,4.967,252.5,W,482.5,
312,312,2023-01-03 04:00:00,29.35,28.41,24.63,72.33,995.7115,4.6,2.369,4.712,253.1,W,448.3,
313,313,2023-01-03 04:10:00,29.35,28.77,24.63,72.04,995.4729,4.6,1.954,4.539,250.7,W,492.8,
314,314,2023-01-03 04:20:00,29.35,28.65,24.63,73.26,995.2693,4.6,2.009,3.845,245.9,SW,425.2,
315,315,2023-01-03 04:30:00,29.35,28.75,24.63,72.0,995.1361,4.6,2.467,4.916,255.7,W,586.7,
316,316,2023-01-03 04:40:00,29.35,28.86,24.63,71.14,995.0588,4.6,1.899,3.958,259.6,W,510.8,
317,317,2023-01-03 04:50:00,29.35,28.81,24.63,71.81,994.9823,4.6,2.332,4.519,248.6,W,452.9,
318,318,2023-01-03 05:00:00,29.35,28.81,24.63,70.36,994.8761,4.6,2.37,4.386,257.5,W,458.6,
319,319,2023-01-03 05:10:00,29.35,28.92,24.63,70.74,994.8582,4.6,1.893,3.692,241.0,SW,412.3,
320,320,2023-01-03 05:20:00,29.35,28.76,24.63,70.41,994.6809,4.6,2.638,4.835,239.2,SW,442.7,
321,321,2023-01-03 05:30:00,29.35,28.78,24.63,71.04,994.6345,4.6,2.133,4.131,244.2,SW,473.5,
322,322,2023-01-03 05:40:00,29.35,28.89,24.63,71.25,994.4756,4.6,2.032,4.427,246.3,SW,454.3,
323,323,2023-01-03 05:50:00,29.35,28.78,24.63,72.26,994.3913,4.6,2.441,4.682,236.5,SW,438.2,
324,324,2023-01-03 06:00:00,29.35,28.74,24.63,72.75,994.2794,4.6,2.002,4.284,239.7,SW,426.0,
325,325,2023-01-03 06:10:00,29.35,28.77,24.63,72.55,994.0687,4.6,2.329,4.162,241.6,SW,406.2,
326,326,2023-01-03 06:20:00,29.35,28.71,24.63,72.54,993.791,4.6,2.4,4.672,241.2,SW,396.8,
327,327,2023-01-03 06:30:00,29.35,28.63,24.63,72.16,993.6067,4.6,2.448,4.529,242.2,SW,373.1,
328,328,2023-01-03 06:40:00,29.35,28.64,24.63,71.92,993.5127,4.6,2.208,4.049,237.5,SW,338.7,
329,329,2023-01-03 06:50:00,29.35,28.47,24.63,72.1,993.491,4.6,2.559,5.049,243.9,SW,327.0,
330,330,2023-01-03 07:00:00,29.35,28.49,24.63,72.36,993.4157,4.6,2.117,5.161,246.4,SW,349.1,
331,331,2023-01-03 07:10:00,29.35,28.51,24.63,72.01,993.2304,4.6,2.302,5.008,241.3,SW,373.8,
332,332,2023-01-03 07:20:00,29.35,28.58,24.63,70.46,992.9693,4.6,2.318,4.682,253.1,W,406.2,
333,333,2023-01-03 07:30:00,29.35,28.78,24.63,70.4,992.9774,4.6,2.119,3.937,252.0,W,457.0,
334,334,2023-01-03 07:40:00,29.35,28.94,24.63,71.47,992.8324,4.6,2.373,5.549,235.6,SW,556.9,
335,335,2023-01-03 07:50:00,29.35,29.06,24.63,70.17,992.6701,4.6,3.213,5.845,234.8,SW,584.8,
336,336,2023-01-03 08:00:00,29.35,28.85,24.63,70.1,992.7061,4.6,3.014,5.763,248.9,W,492.3,
337,337,2023-01-03 08:10:00,29.35,28.68,24.63,71.76,992.7291,4.6,2.586,5.906,245.0,SW,360.8,
338,338,2023-01-03 08:20:00,29.35,28.58,24.63,72.28,992.7556,4.6,2.714,5.345,236.7,SW,387.5,
339,339,2023-01-03 08:30:00,29.35,28.51,24.63,72.02,992.7162,4.6,2.91,5.069,248.6,W,346.9,
340,340,2023-01-03 08:40:00,29.35,28.5,24.63,72.91,992.567,4.6,2.519,6.202,246.7,SW,373.6,
341,341,2023-01-03 08:50:00,29.35,28.71,24.63,72.41,992.5624,4.6,2.549,4.835,245.6,SW,374.0,
342,342,2023-01-03 09:00:00,29.35,28.43,24.63,73.83,992.6616,4.6,2.026,4.672,238.7,SW,206.6,
343,343,2023-01-03 09:10:00,29.35,28.21,24.63,74.79,992.7196,4.6,2.438,4.59,236.8,SW,192.7,
344,344,2023-01-03 09:20:00,29.35,28.13,24.63,75.49,992.8459,4.6,2.73,4.6,231.1,SW,259.8,
345,345,2023-01-03 09:30:00,29.35,28.26,24.63,75.14,992.8866,4.6,2.488,4.376,234.8,SW,230.8,
346,346,2023-01-03 09:40:00,29.35,28.16,24.63,75.06,992.9814,4.6,2.259,3.876,231.4,SW,222.8,
347,347,2023-01-03 09:50:00,29.35,28.15,24.63,75.4,993.0086,4.6,1.838,3.57,234.1,SW,188.9,
348,348,2023-01-03 10:00:00,29.35,27.86,24.63,76.37,993.0611,4.6,2.505,3.774,231.2,SW,127.1,
349,349,2023-01-03 10:10:00,29.35,27.52,24.63,77.13,993.2511,4.6,2.494,4.927,245.5,SW,91.6,
350,350,2023-01-03 10:20:00,29.35,,24.63,77.26,993.3619,4.6,2.21,3.866,239.2,SW,67.46,
351,351,2023-01-03 10:30:00,29.35,,24.63,78.13,993.4659,4.6,2.67,4.723,240.2,SW,43.65,
352,352,2023-01-03 10:40:00,29.35,26.99,24.63,77.91,993.6386,4.6,2.301,4.825,245.5,SW,27.05,
353,353,2023-01-03 10:50:00,29.35,,24.63,79.59,993.7767,4.6,1.872,3.611,243.5,SW,12.34,
354,354,2023-01-03 11:00:00,29.35,,24.63,81.0,993.9028,4.6,1.721,3.203,245.3,SW,2.298,
355,355,2023-01-03 11:10:00,29.35,,24.63,81.7,994.0676,4.6,1.314,3.856,244.3,SW,0.0,
356,356,2023-01-03 11:20:00,29.35,26.21,24.63,82.9,994.2294,4.6,1.305,2.57,241.4,SW,0.0,
357,357,2023-01-03 11:30:00,29.35,26.03,24.63,83.9,994.4131,4.6,1.281,2.54,246.2,SW,0.0,
358,358,2023-01-03 11:40:00,29.35,25.89,24.63,84.8,994.5631,4.6,1.064,1.744,251.5,W,0.0,
359,359,2023-01-03 11:50:00,29.35,25.75,24.63,85.5,994.8699,4.6,0.698,1.499,264.1,W,0.0,
360,360,2023-01-03 12:00:00,29.35,25.74,24.63,86.1,994.945,4.6,1.16,1.979,239.5,SW,0.0,
361,361,2023-01-03 12:10:00,29.35,25.59,24.63,86.9,995.0805,4.6,0.818,1.887,250.3,W,0.0,
362,362,2023-01-03 12:20:00,29.35,,24.63,87.4,995.2356,4.6,0.791,1.754,248.8,W,0.0,
363,363,2023-01-03 12:30:00,29.35,25.41,24.63,88.0,995.261,4.6,0.788,1.571,232.7,SW,0.0,
364,364,2023-01-03 12:40:00,29.35,25.41,24.63,88.3,995.2859,4.6,0.737,1.499,238.1,SW,0.0,
365,365,2023-01-03 12:50:00,29.35,25.3,24.63,88.9,995.2343,4.6,0.901,1.948,237.5,SW,0.0,
366,366,2023-01-03 13:00:00,29.35,25.28,24.63,88.9,995.3094,4.6,0.997,1.714,244.1,SW,0.0,
367,367,2023-01-03 13:10:00,29.35,25.29,24.63,88.6,995.4546,4.6,0.663,1.255,248.7,W,0.0,
368,368,2023-01-03 13:20:00,29.35,,24.63,88.4,995.5898,4.6,0.528,1.04,261.4,W,0.0,
369,369,2023-01-03 13:30:00,29.35,25.26,24.63,88.9,995.6659,4.6,0.692,1.438,262.4,W,0.0,
370,370,2023-01-03 13:40:00,29.35,25.32,24.63,88.8,995.6858,4.6,0.756,1.346,261.4,W,0.0,
371,371,2023-01-03 13:50:00,29.35,25.36,24.63,88.3,995.704,4.6,0.485,1.295,271.6,W,0.0,
372,372,2023-01-03 14:00:00,29.35,25.36,24.63,88.4,995.782,4.6,0.67,1.204,266.1,W,0.0,
373,373,2023-01-03 14:10:00,29.35,,24.63,89.2,995.825,4.6,0.45,1.081,273.0,W,0.0,
374,374,2023-01-03 14:20:00,29.35,25.13,24.63,90.4,995.8089,4.6,0.18,0.643,271.6,W,0.0,
375,375,2023-01-03 14:30:00,29.35,,24.63,92.1,995.8016,4.6,0.216,1.346,228.6,SW,0.0,
376,376,2023-01-03 14:40:00,29.35,24.78,24.63,92.2,995.7793,4.6,0.113,0.796,235.6,SW,0.0,
377,377,2023-01-03 14:50:00,29.35,,24.63,91.0,995.8033,4.6,0.796,1.856,269.6,W,0.0,
378,378,2023-01-03 15:00:00,29.35,25.09,24.63,90.2,995.8163,4.6,0.733,1.979,265.1,W,0.0,
379,379,2023-01-03 15:10:00,29.35,,24.63,89.9,995.8147,4.6,0.67,1.836,260.8,W,0.0,
380,380,2023-01-03 15:20:00,29.35,,24.63,89.3,995.7864,4.6,0.641,1.918,275.4,W,0.0,
381,381,2023-01-03 15:30:00,29.35,25.23,24.63,88.9,995.7401,4.6,0.49,1.887,233.1,SW,0.0,
382,382,2023-01-03 15:40:00,29.35,,24.63,89.8,995.6085,4.6,0.434,1.387,234.3,SW,0.0,
383,383,2023-01-03 15:50:00,29.35,,24.52,91.9,995.6456,4.6,0.415,1.071,138.1,SE,0.0,
384,384,2023-01-03 16:00:00,29.35,24.46,24.34,93.3,995.652,4.6,0.298,1.0,115.0,SE,0.0,
385,385,2023-01-03 16:10:00,29.35,24.59,24.34,92.6,995.6551,4.6,0.349,1.051,104.4,E,0.0,
386,386,2023-01-03 16:20:00,29.35,24.66,24.34,91.3,995.5294,4.6,0.41,1.071,237.5,SW,0.0,
387,387,2023-01-03 16:30:00,29.35,24.85,24.34,90.6,995.3153,4.6,0.41,1.489,115.4,SE,0.0,
388,388,2023-01-03 16:40:00,29.35,24.71,24.34,91.5,995.2365,4.6,0.28,0.714,156.2,SE,0.0,
389,389,2023-01-03 16:50:00,29.35,24.63,24.34,90.8,995.171,4.6,0.555,1.734,208.3,SW,0.0,
390,390,2023-01-03 17:00:00,29.35,,24.34,88.6,995.0848,4.6,0.531,1.163,287.2,W,0.0,
391,391,2023-01-03 17:10:00,29.35,,24.34,91.1,994.9651,4.6,0.2,0.643,245.4,SW,0.0,
392,392,2023-01-03 17:20:00,29.35,24.43,24.28,93.0,994.9332,4.6,0.24,0.734,209.5,SW,0.0,
393,393,2023-01-03 17:30:00,29.35,24.35,24.28,92.9,994.7862,4.6,0.22,0.765,228.2,SW,0.0,
394,394,2023-01-03 17:40:00,29.35,24.6,24.28,90.5,994.671,4.6,0.393,1.071,216.3,SW,0.0,
395,395,2023-01-03 17:50:00,29.35,24.43,24.21,92.1,994.6594,4.6,0.172,0.816,163.8,S,0.0,
396,396,2023-01-03 18:00:00,29.35,24.18,24.06,93.4,994.6684,4.6,0.124,0.632,209.5,SW,0.0,
397,397,2023-01-03 18:10:00,29.35,24.21,24.06,93.3,994.6126,4.6,0.023,0.296,121.3,SE,0.0,
398,398,2023-01-03 18:20:00,29.35,24.09,23.97,93.8,994.6405,4.6,0.051,0.408,127.3,SE,0.0,
399,399,2023-01-03 18:30:00,29.35,24.05,23.96,94.0,994.6566,4.6,0.137,0.53,250.3,W,0.0,
400,400,2023-01-03 18:40:00,29.35,24.08,23.95,93.8,994.5946,4.6,0.316,0.663,131.0,SE,0.0,
401,401,2023-01-03 18:50:00,29.35,23.98,23.85,94.0,994.61,4.6,0.358,1.071,142.9,SE,0.0,
402,402,2023-01-03 19:00:00,29.35,23.95,,94.0,994.5626,4.6,0.237,0.949,66.33,NE,0.0,
403,403,2023-01-03 19:10:00,29.35,23.91,23.79,94.0,994.4679,4.6,0.215,0.581,95.1,E,0.0,
404,404,2023-01-03 19:20:00,29.35,23.8,23.7,94.5,994.3801,4.6,0.299,0.969,199.0,S,0.0,
405,405,2023-01-03 19:30:00,29.35,23.78,23.69,94.2,994.2986,4.6,0.365,1.224,262.5,W,0.0,
406,406,2023-01-03 19:40:00,29.35,24.07,23.69,91.9,994.2418,4.6,0.757,2.04,271.2,W,0.0,
407,407,2023-01-03 19:50:00,29.35,24.42,23.69,89.4,994.2754,4.6,1.074,2.387,274.3,W,0.0,
408,408,2023-01-03 20:00:00,29.35,,23.69,88.4,994.2785,4.6,1.085,2.305,273.3,W,0.0,
409,409,2023-01-03 20:10:00,29.35,24.5,23.69,88.5,994.3146,4.6,0.906,1.856,277.5,W,0.0,
410,410,2023-01-03 20:20:00,29.35,24.51,23.69,88.7,994.1818,4.6,1.065,2.009,264.9,W,0.0,
411,411,2023-01-03 20:30:00,29.35,24.52,23.69,88.2,994.1566,4.6,0.674,1.775,278.7,W,0.0,
412,412,2023-01-03 20:40:00,29.35,24.5,23.69,88.0,994.1494,4.6,0.368,1.112,266.8,W,0.0,
413,413,2023-01-03 20:50:00,29.35,24.17,23.69,90.3,994.238,4.6,0.467,2.071,245.7,SW,0.0,
414,414,2023-01-03 21:00:00,29.35,23.92,23.69,91.6,994.2853,4.6,0.561,1.265,260.8,W,0.0,
415,415,2023-01-03 21:10:00,29.35,23.74,23.67,92.4,994.3874,4.6,0.426,1.112,227.6,SW,0.0,
416,416,2023-01-03 21:20:00,29.35,,23.44,93.3,994.3949,4.6,0.189,0.643,151.8,SE,0.0,
417,417,2023-01-03 21:30:00,29.35,23.43,23.31,94.4,994.4102,4.6,0.288,0.734,56.42,NE,0.0,
418,418,2023-01-03 21:40:00,29.35,23.38,23.26,94.4,994.4094,4.6,0.365,0.714,37.94,NE,0.0,
419,419,2023-01-03 21:50:00,29.35,23.31,23.22,94.7,994.4813,4.6,0.136,0.439,191.5,S,0.0,
420,420,2023-01-03 22:00:00,29.35,23.26,23.14,94.7,994.5408,4.6,0.24,0.714,300.5,NW,0.0,
421,421,2023-01-03 22:10:00,29.35,23.24,23.14,94.5,994.5206,4.6,0.456,0.908,205.9,SW,0.0,
422,422,2023-01-03 22:20:00,29.35,23.24,23.14,94.4,994.6226,4.6,0.425,0.928,106.0,E,0.0,
423,423,2023-01-03 22:30:00,29.35,23.29,23.14,93.8,994.8521,4.6,0.202,0.714,212.5,SW,2.06,
424,424,2023-01-03 22:40:00,29.35,23.33,23.14,94.0,994.9708,4.6,0.14,0.673,155.1,SE,10.3,
425,425,2023-01-03 22:50:00,29.35,23.37,23.14,94.3,994.9746,4.6,0.345,0.785,252.5,W,24.12,
426,426,2023-01-03 23:00:00,29.35,23.53,23.14,93.3,995.0138,4.6,0.534,1.173,72.44,E,45.4,
427,427,2023-01-03 23:10:00,29.35,23.85,23.14,92.9,995.0633,4.6,0.524,0.857,88.6,E,66.1,
428,428,2023-01-03 23:20:00,29.35,24.22,23.14,90.2,995.1078,4.6,0.543,1.326,174.8,S,80.4,
429,429,2023-01-03 23:30:00,29.35,24.56,23.14,88.3,995.1706,4.6,0.64,1.622,164.0,S,93.3,
430,430,2023-01-03 23:40:00,29.35,24.79,23.14,88.1,995.3088,4.6,0.529,1.428,233.1,SW,105.1,
431,431,2023-01-03 23:50:00,29.35,,23.14,88.0,995.4149,4.6,0.329,0.826,237.5,SW,119.9,
432,432,2023-01-04 00:00:00,29.35,,23.14,88.3,995.5279,4.6,0.499,1.173,244.0,SW,147.3,
433,433,2023-01-04 00:10:00,,25.25,25.13,88.4,995.6023,0.0,0.622,1.499,246.5,SW,159.6,166.5
434,434,2023-01-04 00:20:00,,25.47,25.13,87.5,995.7514,0.0,0.587,1.265,260.1,W,186.4,194.1
435,435,2023-01-04 00:30:00,,,25.13,85.0,995.8374,0.0,0.48,1.285,243.4,SW,197.9,207.2
436,436,2023-01-04 00:40:00,,26.21,25.13,82.0,995.8094,0.0,0.618,1.775,281.2,W,227.1,275.5
437,437,2023-01-04 00:50:00,,,25.13,79.37,995.8196,0.0,0.966,2.387,268.9,W,296.5,329.4
438,438,2023-01-04 01:00:00,,,25.13,77.39,995.9098,0.0,0.856,1.744,246.8,SW,401.5,466.7
439,439,2023-01-04 01:10:00,,27.38,25.13,76.14,995.9488,0.0,1.245,2.713,266.3,W,459.5,498.6
440,440,2023-01-04 01:20:00,28.52,28.02,25.13,73.47,995.9011,0.0,1.09,2.254,260.9,W,468.3,503.2
441,441,2023-01-04 01:30:00,28.76,28.39,25.13,70.97,995.7952,0.0,1.967,3.937,261.5,W,665.5,743.0
442,442,2023-01-04 01:40:00,29.06,28.86,25.13,68.06,995.8068,0.0,1.935,3.907,262.7,W,703.1,743.0
443,443,2023-01-04 01:50:00,29.29,28.97,25.13,67.58,995.9159,0.0,2.322,4.682,257.7,W,743.2,770.9
444,444,2023-01-04 02:00:00,29.52,29.28,25.13,66.14,995.9151,0.0,2.189,5.161,259.2,W,658.2,770.9
445,445,2023-01-04 02:10:00,29.52,29.12,25.13,65.62,996.0118,0.0,2.36,4.09,268.3,W,584.2,770.9
446,446,2023-01-04 02:20:00,29.68,29.48,25.13,65.48,996.053,0.0,2.091,4.131,258.4,W,631.8,900.0
447,447,2023-01-04 02:30:00,29.68,29.27,25.13,66.1,995.9926,0.0,2.085,4.417,254.2,W,456.0,900.0
448,448,2023-01-04 02:40:00,29.68,29.11,25.13,66.41,995.8258,0.0,2.29,4.825,260.8,W,505.6,900.0
449,449,2023-01-04 02:50:00,29.68,28.98,25.13,67.41,995.6914,0.0,1.97,4.631,245.9,SW,390.2,900.0
450,450,2023-01-04 03:00:00,29.68,28.83,25.13,68.37,995.6659,0.0,2.284,5.426,250.5,W,428.2,900.0
451,451,2023-01-04 03:10:00,29.68,29.07,25.13,67.72,995.616,0.0,2.062,3.805,253.9,W,556.3,900.0
452,452,2023-01-04 03:20:00,29.68,28.77,25.13,67.79,995.5952,0.0,3.041,5.528,265.0,W,280.0,900.0
453,453,2023-01-04 03:30:00,29.68,28.58,25.13,69.93,995.569,0.0,2.526,5.243,252.5,W,306.4,900.0
