Tanggal,level_0,index,tt_air_max,tt_air_avg,tt_air_min,rh_avg,pp_air,rr,ws_avg,ws_max,wd_avg,Arah_Mata_Angin,sr_avg,sr_max
1/26/2023 8:00,3648,3648,30.51,29.4,24.3,67.67,991.0081,0,2.73,4.784,232.6,SW,350.1,
1/26/2023 9:00,3654,3654,30.51,27.8,24.3,79.83,991.2767,0,1.398,2.754,216.7,SW,139.8,
1/26/2023 10:00,3660,3660,30.51,,24.3,83.4,991.6596,0,0.505,1.734,179.6,S,82.2,
1/26/2023 11:00,3666,3666,30.51,24.41,24.12,93.8,992.7967,7,2.506,4.906,234.9,SW,0,
1/26/2023 12:00,3672,3672,30.51,24.35,24.05,96.1,993.7048,21.6,0.868,1.826,95.3,E,0,
1/27/2023 0:00,3744,3744,,,,,,,,,, ,,
1/27/2023 1:00,3750,3750,,,,87.2,993.997,0,0.699,1.714,97.4,E,297.2,313.2
1/27/2023 2:00,3756,3756,27.79,27.63,,77.64,994.0901,0,0.498,1.061,221.2,SW,480.8,532.9
1/27/2023 3:00,3762,3762,28.3,27.91,,77.9,993.3374,0,1.312,2.713,258.7,W,334.8,532.9
1/27/2023 4:00,3768,3768,28.3,28.02,,77.35,992.9218,0,1.123,2.723,229.9,SW,341.1,532.9
1/27/2023 5:00,3774,3774,28.3,28.07,,77.15,991.99,0,1.391,2.407,233.1,SW,318.2,532.9
1/27/2023 6:00,3780,3780,30.36,29.58,,66.2,991.0996,0,1.169,2.305,226,SW,626,
1/27/2023 7:00,3786,3786,30.36,29.21,,70.22,990.3082,0,1.685,3.08,226,SW,477,
1/27/2023 8:00,3792,3792,30.36,28.52,,75.8,989.833,0,2.071,3.407,209.3,SW,190.9,
1/27/2023 9:00,3798,3798,30.36,,,80.9,989.9571,0,1.172,2.091,210.9,SW,95.7,
1/27/2023 10:00,3804,3804,30.36,,,84.8,990.3002,0,0.389,1.193,212,SW,64.91,
1/27/2023 11:00,3810,3810,30.36,26.3,,89.3,991.4691,0,0.599,1.153,240.5,SW,3.217,
1/27/2023 12:00,3816,3816,30.36,,,93.2,992.1536,0,0.171,0.428,64.45,NE,0,
1/28/2023 0:00,3888,3888,,,,,,,,,, ,,
1/28/2023 1:00,3894,3894,,,24.56,87,992.6636,0,0.717,1.877,63.42,NE,192.8,196.4
1/28/2023 2:00,3900,3900,27.87,,24.56,78.22,992.9934,0,0.299,0.938,112.9,SE,321.9,336.4
1/28/2023 3:00,3906,3906,29.08,28.85,24.56,70.05,992.8244,0,0.544,0.898,134.8,SE,469.5,520.1
1/28/2023 4:00,3912,3912,29.68,29.39,24.56,68.52,992.155,0,0.698,1.459,200.6,S,460,520.1
1/28/2023 5:00,3918,3918,29.74,29.56,24.56,69.53,991.111,0,1.668,3.08,227.9,SW,630.6,704.4
1/28/2023 6:00,3924,3924,30.66,30.36,24.56,67.97,990.0562,0,1.59,2.723,225,SW,562.6,864
1/28/2023 7:00,3930,3930,30.66,27.99,24.56,75,990.3025,0,1.977,3.998,173,S,34.63,864
1/28/2023 8:00,3936,3936,30.66,23.58,23.39,94.7,990.0756,0.8,1.303,2.764,92.2,E,36.06,864
1/28/2023 9:00,3942,3942,30.66,,23.39,93.2,990.2871,0.8,0.346,0.826,274.7,W,18.39,864
1/28/2023 10:00,3948,3948,30.66,24.06,23.39,93.7,990.8853,2.2,0.052,0.5,135.9,SE,12.96,864
1/28/2023 11:00,3954,3954,30.66,23.81,23.39,95.3,991.097,2.2,0.237,0.581,78.25,E,1.62,864
1/28/2023 12:00,3960,3960,30.66,24.06,23.39,96.4,992.2166,2.2,0.406,1.459,67.95,E,0,864
1/29/2023 0:00,4032,4032,,,,,,,,,, ,,
1/29/2023 1:00,4038,4038,,25.94,24.08,86.9,993.0168,0,0.499,1.336,77,E,291.5,348.7
1/29/2023 2:00,4044,4044,28.9,28.5,24.08,74.86,993.1678,0,0.784,1.979,107.5,E,583.3,635.1
1/29/2023 3:00,4050,4050,30.28,30.08,24.08,65.35,992.7068,0.2,1.362,2.713,95,E,887,931
1/29/2023 4:00,4056,4056,31.52,31.34,24.08,58.95,992.0032,0.2,0.892,2.774,125.4,SE,954,
1/29/2023 5:00,4062,4062,31.87,31.02,24.08,59.79,991.6507,0.2,1.095,1.938,236.8,SW,380.1,
1/29/2023 6:00,4068,4068,31.87,29.29,24.08,77.2,990.8083,0.4,0.484,0.877,79.22,E,392.1,
1/29/2023 7:00,4074,4074,31.87,29.98,24.08,69.98,990.0222,0.4,2.117,4.223,218.8,SW,347.4,
1/29/2023 8:00,4080,4080,31.87,23.7,23.59,96.3,990.4534,29.6,1.035,1.714,52.32,NE,61.33,
1/29/2023 9:00,4086,4086,31.87,24.12,23.59,95.7,990.5266,30.8,0.46,0.918,110.1,E,40.11,
1/29/2023 10:00,4092,4092,31.87,24.52,23.59,96.4,991.1786,31,0.426,1.04,134.6,SE,7.006,
1/29/2023 11:00,4098,4098,31.87,24.6,23.59,96.6,992.4846,31.2,0.004,0.214,152,SE,0.011,
1/29/2023 12:00,4104,4104,31.87,,23.59,96.7,993.5562,32,0.836,1.683,91.6,E,0,
1/30/2023 0:00,4176,4176,31.87,24.43,23.59,97,994.7814,32.4,0.356,1.102,45.16,NE,79.61,
1/30/2023 1:00,4182,4182,,,24.37,95,995.2962,0,0.227,0.755,154.6,SE,152.1,162.8
1/30/2023 2:00,4188,4188,,26.3,24.37,88.1,995.3274,0,0.282,0.653,65.72,NE,202.6,225
1/30/2023 3:00,4194,4194,28.29,28.01,24.37,80.5,995.0311,0,0.384,1.54,176.3,S,636.7,702.4
1/30/2023 4:00,4200,4200,29.45,29.15,24.37,75.21,994.4168,0.2,0.928,2.489,200.4,S,534.5,
1/30/2023 5:00,4206,4206,30.33,29.08,24.37,74.89,993.5834,0.2,1.218,2.713,223.4,SW,307.4,
1/30/2023 6:00,4212,4212,30.33,28.45,24.37,79.49,992.6401,0.2,1.478,2.907,235,SW,416.3,
1/30/2023 7:00,4218,4218,30.33,28.22,24.37,81.1,991.8958,0.2,1.486,3.427,226.6,SW,285.3,
1/30/2023 8:00,4224,4224,30.33,28.85,24.37,78.86,991.2998,0.2,1.443,2.458,224.3,SW,366.6,
1/30/2023 9:00,4230,4230,30.33,28.07,24.37,82.4,991.4306,0.2,1.035,2.264,228.2,SW,196.7,
1/30/2023 10:00,4236,4236,30.33,27.49,24.37,84.1,992.0594,0.2,1.008,2.142,220.9,SW,95.1,
1/30/2023 11:00,4242,4242,30.33,,24.37,89.1,993.2961,0.2,0.347,0.816,204.6,SW,3.929,
1/30/2023 12:00,4248,4248,30.33,,24.37,91.9,993.8673,0.2,0.658,1.224,217.6,SW,0,
1/31/2023 0:00,4320,4320,30.33,24.75,23.98,94.2,993.9126,5.2,0.469,1.265,267.6,W,98.3,
1/31/2023 1:00,4326,4326,,26.2,24.8,89.7,994.3812,0,0.764,1.785,275.9,W,176,326.1
1/31/2023 2:00,4332,4332,28.1,27.81,24.8,82.5,994.5097,0.2,1.516,3.264,245.6,SW,405.2,628.3
1/31/2023 3:00,4338,4338,29.31,29.15,24.8,75.45,994.2776,0.2,2.415,4.376,246.8,SW,775.9,946
1/31/2023 4:00,4344,4344,30.47,29.97,24.8,67.91,993.8426,0.2,2.314,4.712,258.6,W,778,
1/31/2023 5:00,4350,4350,31.57,31.1,24.8,62.16,993.013,0.2,2.091,4.865,234.5,SW,587.6,
1/31/2023 6:00,4356,4356,31.75,28.27,24.8,82,992.4579,0.8,1.886,3.631,238,SW,455.4,
1/31/2023 7:00,4362,4362,31.75,29.3,24.8,70.81,991.6396,0.8,3.214,6.018,237.4,SW,480.8,
1/31/2023 8:00,4368,4368,31.75,,24.8,86.3,991.411,0.8,2.819,6.1,229.5,SW,160.8,
1/31/2023 9:00,4374,4374,31.75,25.62,24.8,87.7,991.2082,0.8,1.787,3.55,232.8,SW,188.9,
1/31/2023 10:00,4380,4380,31.75,25.76,24.8,88.9,992.0545,0.8,1.149,2.672,221.7,SW,83.4,
1/31/2023 11:00,4386,4386,31.75,25.59,24.8,90.8,992.6922,0.8,0.967,1.826,223.7,SW,4.286,
1/31/2023 12:00,4392,4392,31.75,,24.8,93.4,993.1838,1,0.296,0.734,228.8,SW,0,
